Data canvi estat sequera,Codi unitat explotació,Unitat explotació,Codi estat sequera hidrològic,Estat sequera hidrològic,Codi estat sequera pluviomètric,Estat sequera pluviomètric,Codi Municipi,Nom Municipi
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170046,Albons
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170182,Bellcaire d'Empordà
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170221,"Bisbal d'Empordà, la"
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170255,Bordils
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170499,Celrà
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170502,Cervià de Ter
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170558,Colomers
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170577,Corçà
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,179011,"Cruïlles, Monells i Sant Sadurní de l'Heura"
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170622,"Escala, l'"
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170675,Flaçà
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170681,Foixà
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170708,Fontanilles
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,179026,Forallac
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170767,Garrigoles
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170813,Gualta
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170852,Jafre
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,170979,Madremanya
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,171215,Palau-sator
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,171267,Parlavà
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,171539,Rupià
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,171668,Sant Jordi Desvalls
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,171910,Serra de Daró
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,171959,"Tallada d'Empordà, la"
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,171997,Torroella de Montgrí
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,172044,Ullà
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,172057,Ullastret
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,172039,Ultramort
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,172095,Vall-llobrega
11/04/2025,05,Aqüífer del Baix Ter,00004,NORMALITAT,00001,NORMALITAT,172116,Verges
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,170010,Agullana
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,170118,"Armentera, l'"
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,170427,Capmany
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,170643,Espolla
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,170773,Garriguella
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,170865,"Jonquera, la"
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,171002,Masarac
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,171061,Mollet de Peralada
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,171208,Palau-saverdera
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,171289,Pau
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,171292,Pedret i Marzà
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,171328,Peralada
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,171582,Sant Climent Sescebes
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,171753,Sant Miquel de Fluvià
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,171766,Sant Mori
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,171788,Sant Pere Pescador
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,171984,Torroella de Fluvià
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,172109,Ventalló
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,172142,Vilabertran
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,172174,Viladamat
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,172235,Vilajuïga
11/04/2025,03,Aqüífer Fluvià - Muga,00006,ALERTA,00001,NORMALITAT,172253,Vilamacolum
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,080180,Balsareny
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,080386,Callús
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,080478,Cardona
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,080538,Castellbell i el Vilar
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,080594,Castellfollit del Boix
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,080615,Castellgalí
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,080620,Castellnou de Bages
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,250753,Clariana de Cardener
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,080787,"Espunyola, l'"
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,080847,Fonollosa
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,081136,Manresa
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,081304,Montclar
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,081326,Montmajor
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,081402,Navarcles
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,081419,Navàs
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,251462,Navès
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,081477,Olesa de Montserrat
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,251517,Olius
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,251673,Pinós
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,081825,"Pont de Vilomara i Rocafort, el"
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,081751,Puig-reig
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,081786,Rajadell
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,251863,Riner
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,082135,Sant Fruitós de Bages
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,082188,Sant Joan de Vilatorrada
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,082299,Sant Mateu de Bages
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,081923,Santpedor
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,080983,Sant Salvador de Guardiola
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,082628,Sant Vicenç de Castellet
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,252075,Solsona
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,082747,Súria
11/04/2025,10,Embassament del Llobregat,00005,PREALERTA,00001,NORMALITAT,083089,Viver i Serrateix
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,170139,Begur
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,170209,Bescanó
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,170335,Caldes de Malavella
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,170340,Calonge i Sant Antoni
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,170448,Cassà de la Selva
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,170486,"Castell d'Aro, Platja d'Aro i s'Agaró"
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,170792,Girona
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,170890,Llagostera
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,170904,Llambilles
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,171100,Mont-ras
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,171175,Palafrugell
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,171181,Palamós
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,171241,Pals
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,171426,Quart
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,171447,Regencós
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,171501,Riudellots de la Selva
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,171557,Salt
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,171812,Santa Cristina d'Aro
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,171609,Sant Feliu de Guíxols
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,171693,Sant Julià de Ramis
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,171864,Sarrià de Ter
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,171978,Torrent
11/04/2025,12,Embassament del Ter,00005,PREALERTA,00001,NORMALITAT,172155,Vilablareix
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080018,Abrera
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080039,Alella
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080057,"Ametlla del Vallès, l'"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080060,Arenys de Mar
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080076,Arenys de Munt
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080095,Argentona
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080137,Avinyonet del Penedès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080155,Badalona
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,089045,Badia del Vallès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082520,Barberà del Vallès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080193,Barcelona
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080207,Begues
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080235,Bigues i Riells del Fai
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,170237,Blanes
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,170274,Breda
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080253,"Bruc, el"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080272,"Cabanyes, les"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080291,Cabrera de Mar
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080305,Cabrils
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080333,Caldes de Montbui
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080327,Caldes d'Estrac
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080351,Calella
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080403,Canet de Mar
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080410,Canovelles
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080425,Cànoves i Samalús
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080431,Canyelles
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080462,Cardedeu
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080517,Castellar del Vallès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080543,Castellbisbal
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080569,Castelldefels
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080581,Castellet i la Gornal
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080654,Castellví de la Marca
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080667,Castellví de Rosanes
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082665,Cerdanyola del Vallès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080689,Cervelló
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080692,Collbató
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080728,Corbera de Llobregat
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080734,Cornellà de Llobregat
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080749,Cubelles
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080752,Dosrius
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080765,Esparreguera
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080771,Esplugues de Llobregat
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080863,"Franqueses del Vallès, les"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080885,"Garriga, la"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080898,Gavà
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080919,Gelida
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080945,"Granada, la"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,080961,Granollers
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081017,"Hospitalet de Llobregat, l'"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081629,"Hostalets de Pierola, els"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,170834,Hostalric
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081056,"Llagosta, la"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081075,Lliçà d'Amunt
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081081,Lliçà de Vall
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081069,Llinars del Vallès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,170950,Lloret de Mar
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081108,Malgrat de Mar
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081141,Martorell
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081154,Martorelles
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081189,"Masnou, el"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081192,Masquefa
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081206,Matadepera
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081213,Mataró
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081234,Molins de Rei
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081249,Mollet del Vallès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081252,Montcada i Reixac
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081265,Montgat
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081350,Montmeló
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081363,Montornès del Vallès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081458,Olèrdola
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081483,Olivella
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081537,Òrrius
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081542,Pacs del Penedès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081555,Palafolls
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081568,Palau-solità i Plegamans
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081574,Pallejà
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,089058,"Palma de Cervelló, la"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081580,"Papiol, el"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081593,Parets del Vallès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081614,Piera
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081635,Pineda de Mar
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081640,"Pla del Penedès, el"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081672,Polinyà
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081691,"Prat de Llobregat, el"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082303,Premià de Dalt
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081727,Premià de Mar
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081748,Puigdàlber
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081803,Ripollet
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081810,"Roca del Vallès, la"
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081846,Rubí
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081878,Sabadell
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082444,Santa Coloma de Cervelló
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082457,Santa Coloma de Gramenet
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081944,Sant Adrià de Besòs
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082482,Santa Eulàlia de Ronçana
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082495,Santa Fe del Penedès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082515,Santa Margarida i els Monjos
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082567,Santa Maria de Martorelles
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082592,Santa Maria de Palautordera
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081960,Sant Andreu de la Barca
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081976,Sant Andreu de Llavaneres
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081982,Sant Antoni de Vilamajor
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082606,Santa Perpètua de Mogoda
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082613,Santa Susanna
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082009,Sant Boi de Llobregat
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082037,Sant Cebrià de Vallalta
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082021,Sant Celoni
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082042,Sant Climent de Llobregat
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082055,Sant Cugat del Vallès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082068,Sant Cugat Sesgarrigues
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082080,Sant Esteve Sesrovires
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082114,Sant Feliu de Llobregat
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082093,Sant Fost de Campsentelles
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,081939,Sant Iscle de Vallalta
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082172,Sant Joan Despí
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082212,Sant Just Desvern
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082227,Sant Llorenç d'Hortons
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082270,Sant Martí Sarroca
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082310,Sant Pere de Ribes
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082346,Sant Pere de Vilamajor
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082359,Sant Pol de Mar
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082384,Sant Quirze del Vallès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082401,Sant Sadurní d'Anoia
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082634,Sant Vicenç dels Horts
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082649,Sant Vicenç de Montalt
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082671,Sentmenat
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082704,Sitges
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082732,Subirats
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082819,Teià
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082798,Terrassa
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082824,Tiana
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082845,Tordera
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082883,Torrelles de Foix
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082896,Torrelles de Llobregat
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,172023,Tossa de Mar
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082900,Ullastrell
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082943,Vallgorguina
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,082969,Vallromanes
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,083015,Viladecans
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,083008,Viladecavalls
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,083054,Vilafranca del Penedès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,083067,Vilalba Sasserra
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,089024,Vilanova del Vallès
11/04/2025,13,Embassament Ter- Llobregat,00005,PREALERTA,00001,NORMALITAT,083073,Vilanova i la Geltrú
